Using device: cuda:1
Using math SDPA backend for higher-order gradient compatibility.
Loading MNIST dataset...
Train samples: 60000, Test samples: 10000
Epoch 3, Batch 1800/1875: Loss=2.3346
Epoch 3, Batch 1850/1875: Loss=2.3090
Epoch 3 | Train Loss: 2.3161 | Test Accuracy: 12.31%
Epoch 4, Batch 0/1875: Loss=2.2800
Epoch 4, Batch 50/1875: Loss=2.3249
Epoch 4, Batch 100/1875: Loss=2.3203
Epoch 4, Batch 150/1875: Loss=2.2757
Epoch 4, Batch 200/1875: Loss=2.3193
Epoch 4, Batch 250/1875: Loss=2.2681
Epoch 4, Batch 300/1875: Loss=2.2854
Epoch 4, Batch 350/1875: Loss=2.2475
Epoch 4, Batch 400/1875: Loss=2.2941
Epoch 4, Batch 450/1875: Loss=2.3750
Epoch 4, Batch 500/1875: Loss=2.3128
Epoch 4, Batch 550/1875: Loss=2.2847
Epoch 4, Batch 600/1875: Loss=2.3323
Epoch 4, Batch 650/1875: Loss=2.2942
Epoch 4, Batch 700/1875: Loss=2.2975
Epoch 4, Batch 750/1875: Loss=2.3012
Epoch 4, Batch 800/1875: Loss=2.2641
Epoch 4, Batch 850/1875: Loss=2.2797
Epoch 4, Batch 900/1875: Loss=2.3025
Epoch 4, Batch 950/1875: Loss=2.3163
Epoch 4, Batch 1000/1875: Loss=2.2456
Epoch 4, Batch 1050/1875: Loss=2.3432
Epoch 4, Batch 1100/1875: Loss=2.2966
Epoch 4, Batch 1150/1875: Loss=2.2866
Epoch 4, Batch 1200/1875: Loss=2.3088
Epoch 4, Batch 1250/1875: Loss=2.3204
Epoch 4, Batch 1300/1875: Loss=2.3091
Epoch 4, Batch 1350/1875: Loss=2.3266
Epoch 4, Batch 1400/1875: Loss=2.2749
Epoch 4, Batch 1450/1875: Loss=2.2786
Epoch 4, Batch 1500/1875: Loss=2.2608
Epoch 4, Batch 1550/1875: Loss=2.3134
Epoch 4, Batch 1600/1875: Loss=2.2857
Epoch 4, Batch 1650/1875: Loss=2.3224
Epoch 4, Batch 1700/1875: Loss=2.1906
Epoch 4, Batch 1750/1875: Loss=2.2988
Epoch 4, Batch 1800/1875: Loss=2.2793
Epoch 4, Batch 1850/1875: Loss=2.2930
Epoch 4 | Train Loss: 2.2976 | Test Accuracy: 14.10%
Epoch 5, Batch 0/1875: Loss=2.2836
Epoch 5, Batch 50/1875: Loss=2.2696
Epoch 5, Batch 100/1875: Loss=2.3283
Epoch 5, Batch 150/1875: Loss=2.2790
Epoch 5, Batch 200/1875: Loss=2.2794
Epoch 5, Batch 250/1875: Loss=2.2862
Epoch 5, Batch 300/1875: Loss=2.2936
Epoch 5, Batch 350/1875: Loss=2.3018
Epoch 5, Batch 400/1875: Loss=2.2917
Epoch 5, Batch 450/1875: Loss=2.3022
Epoch 5, Batch 500/1875: Loss=2.3286
Epoch 5, Batch 550/1875: Loss=2.2861
Epoch 5, Batch 600/1875: Loss=2.2406
Epoch 5, Batch 650/1875: Loss=2.2612
Epoch 5, Batch 700/1875: Loss=2.3856
Epoch 5, Batch 750/1875: Loss=2.2969
Epoch 5, Batch 800/1875: Loss=2.2725
Epoch 5, Batch 850/1875: Loss=2.2661
Epoch 5, Batch 900/1875: Loss=2.3076
Epoch 5, Batch 950/1875: Loss=2.2834
Epoch 5, Batch 1000/1875: Loss=2.2533
Epoch 5, Batch 1050/1875: Loss=2.2034
Epoch 5, Batch 1100/1875: Loss=2.2921
Epoch 5, Batch 1150/1875: Loss=2.3030
Epoch 5, Batch 1200/1875: Loss=2.2748
Epoch 5, Batch 1250/1875: Loss=2.2668
Epoch 5, Batch 1300/1875: Loss=2.2588
Epoch 5, Batch 1350/1875: Loss=2.3081
Epoch 5, Batch 1400/1875: Loss=2.2709
Epoch 5, Batch 1450/1875: Loss=2.2885
Epoch 5, Batch 1500/1875: Loss=2.2924
Epoch 5, Batch 1550/1875: Loss=2.2822
Epoch 5, Batch 1600/1875: Loss=2.2969
Epoch 5, Batch 1650/1875: Loss=2.3556
Epoch 5, Batch 1700/1875: Loss=2.2608
Epoch 5, Batch 1750/1875: Loss=2.3392
Epoch 5, Batch 1800/1875: Loss=2.2624
Epoch 5, Batch 1850/1875: Loss=2.2521
Epoch 5 | Train Loss: 2.2977 | Test Accuracy: 12.15%
Epoch 6, Batch 0/1875: Loss=2.3007
Epoch 6, Batch 50/1875: Loss=2.3059
Epoch 6, Batch 100/1875: Loss=2.3024
Epoch 6, Batch 150/1875: Loss=2.3088
Epoch 6, Batch 200/1875: Loss=2.2716
Epoch 6, Batch 250/1875: Loss=2.2962
Epoch 6, Batch 300/1875: Loss=2.3093
Epoch 6, Batch 350/1875: Loss=2.2896
Epoch 6, Batch 400/1875: Loss=2.2531
Epoch 6, Batch 450/1875: Loss=2.2837
Epoch 6, Batch 500/1875: Loss=2.3046
Epoch 6, Batch 550/1875: Loss=2.2462
Epoch 6, Batch 600/1875: Loss=2.3014
Epoch 6, Batch 650/1875: Loss=2.2788
Epoch 6, Batch 700/1875: Loss=2.3115
Epoch 6, Batch 750/1875: Loss=2.3112
Epoch 6, Batch 800/1875: Loss=2.3337
Epoch 6, Batch 850/1875: Loss=2.3091
Epoch 6, Batch 900/1875: Loss=2.3598
Epoch 6, Batch 950/1875: Loss=2.2967
Epoch 6, Batch 1000/1875: Loss=2.2980
Epoch 6, Batch 1050/1875: Loss=2.3164
Epoch 6, Batch 1100/1875: Loss=2.3134
Epoch 6, Batch 1150/1875: Loss=2.3021
Epoch 6, Batch 1200/1875: Loss=2.3086
Epoch 6, Batch 1250/1875: Loss=2.3078
Epoch 6, Batch 1300/1875: Loss=2.2598
Epoch 6, Batch 1350/1875: Loss=2.2918
Epoch 6, Batch 1400/1875: Loss=2.2960
Epoch 6, Batch 1450/1875: Loss=2.2725
Epoch 6, Batch 1500/1875: Loss=2.2736
Epoch 6, Batch 1550/1875: Loss=2.3080
Epoch 6, Batch 1600/1875: Loss=2.2961
Epoch 6, Batch 1650/1875: Loss=2.3064
Epoch 6, Batch 1700/1875: Loss=2.2950
Epoch 6, Batch 1750/1875: Loss=2.2885
Epoch 6, Batch 1800/1875: Loss=2.2784
Epoch 6, Batch 1850/1875: Loss=2.3290
Epoch 6 | Train Loss: 2.2954 | Test Accuracy: 13.27%
Epoch 7, Batch 0/1875: Loss=2.2860
Epoch 7, Batch 50/1875: Loss=2.2899
Epoch 7, Batch 100/1875: Loss=2.3253
Epoch 7, Batch 150/1875: Loss=2.2293
Epoch 7, Batch 200/1875: Loss=2.2777
Epoch 7, Batch 250/1875: Loss=2.2662
Epoch 7, Batch 300/1875: Loss=2.2123
Epoch 7, Batch 350/1875: Loss=2.2419
Epoch 7, Batch 400/1875: Loss=2.4182
Epoch 7, Batch 450/1875: Loss=2.2891
Epoch 7, Batch 500/1875: Loss=2.3048
Epoch 7, Batch 550/1875: Loss=2.2692
Epoch 7, Batch 600/1875: Loss=2.2897
Epoch 7, Batch 650/1875: Loss=2.2989
Epoch 7, Batch 700/1875: Loss=2.2698
Epoch 7, Batch 750/1875: Loss=2.3136
Epoch 7, Batch 800/1875: Loss=2.2718
Epoch 7, Batch 850/1875: Loss=2.3089
Epoch 7, Batch 900/1875: Loss=2.3793
Epoch 7, Batch 950/1875: Loss=2.2950
Epoch 7, Batch 1000/1875: Loss=2.2954
Epoch 7, Batch 1050/1875: Loss=2.2859
Epoch 7, Batch 1100/1875: Loss=2.2869
Epoch 7, Batch 1150/1875: Loss=2.2767
Epoch 7, Batch 1200/1875: Loss=2.3030
Epoch 7, Batch 1250/1875: Loss=2.3142
Epoch 7, Batch 1300/1875: Loss=2.2985
Epoch 7, Batch 1350/1875: Loss=2.2984
Epoch 7, Batch 1400/1875: Loss=2.2801
Epoch 7, Batch 1450/1875: Loss=2.3349
Epoch 7, Batch 1500/1875: Loss=2.3034
Epoch 7, Batch 1550/1875: Loss=2.2652
Epoch 7, Batch 1600/1875: Loss=2.2714
Epoch 7, Batch 1650/1875: Loss=2.3069
Epoch 7, Batch 1700/1875: Loss=2.3130
Epoch 7, Batch 1750/1875: Loss=2.2556
Epoch 7, Batch 1800/1875: Loss=2.2908
Epoch 7, Batch 1850/1875: Loss=2.3353
Epoch 7 | Train Loss: 2.2977 | Test Accuracy: 12.47%
Epoch 8, Batch 0/1875: Loss=2.2980
Epoch 8, Batch 50/1875: Loss=2.3084
Epoch 8, Batch 100/1875: Loss=2.3032
Epoch 8, Batch 150/1875: Loss=2.3225
Epoch 8, Batch 200/1875: Loss=2.3014
Epoch 8, Batch 250/1875: Loss=2.2716
Epoch 8, Batch 300/1875: Loss=2.2940
Epoch 8, Batch 350/1875: Loss=2.3420
Epoch 8, Batch 400/1875: Loss=2.3035
Epoch 8, Batch 450/1875: Loss=2.2437
Epoch 8, Batch 500/1875: Loss=2.3009
Epoch 8, Batch 550/1875: Loss=2.3254
Epoch 8, Batch 600/1875: Loss=2.2922
Epoch 8, Batch 650/1875: Loss=2.2541
Epoch 8, Batch 700/1875: Loss=2.3180
Epoch 8, Batch 750/1875: Loss=2.3009
Epoch 8, Batch 800/1875: Loss=2.2827
Epoch 8, Batch 850/1875: Loss=2.2495
Epoch 8, Batch 900/1875: Loss=2.2835
Epoch 8, Batch 950/1875: Loss=2.2047
Epoch 8, Batch 1000/1875: Loss=2.2737
Epoch 8, Batch 1050/1875: Loss=2.2548
Epoch 8, Batch 1100/1875: Loss=2.2639
Epoch 8, Batch 1150/1875: Loss=2.2450
Epoch 8, Batch 1200/1875: Loss=2.2449
Epoch 8, Batch 1250/1875: Loss=2.3006
Epoch 8, Batch 1300/1875: Loss=2.3726
Epoch 8, Batch 1350/1875: Loss=2.2633
Epoch 8, Batch 1400/1875: Loss=2.3050
Epoch 8, Batch 1450/1875: Loss=2.2484
Epoch 8, Batch 1500/1875: Loss=2.2816
Epoch 8, Batch 1550/1875: Loss=2.2979
Epoch 8, Batch 1600/1875: Loss=2.2830
Epoch 8, Batch 1650/1875: Loss=2.2679
Epoch 8, Batch 1700/1875: Loss=2.3053
Epoch 8, Batch 1750/1875: Loss=2.2894
Epoch 8, Batch 1800/1875: Loss=2.3075
Epoch 8, Batch 1850/1875: Loss=2.3105
Epoch 8 | Train Loss: 2.2967 | Test Accuracy: 12.11%
Epoch 9, Batch 0/1875: Loss=2.2859
Epoch 9, Batch 50/1875: Loss=2.2799
Epoch 9, Batch 100/1875: Loss=2.3238
Epoch 9, Batch 150/1875: Loss=2.2830
Epoch 9, Batch 200/1875: Loss=2.2600
Epoch 9, Batch 250/1875: Loss=2.3019
Epoch 9, Batch 300/1875: Loss=2.3049
Epoch 9, Batch 350/1875: Loss=2.2928
Epoch 9, Batch 400/1875: Loss=2.2731
Epoch 9, Batch 450/1875: Loss=2.3076
Epoch 9, Batch 500/1875: Loss=2.3187
Epoch 9, Batch 550/1875: Loss=2.3100
Epoch 9, Batch 600/1875: Loss=2.2791
Epoch 9, Batch 650/1875: Loss=2.2994
Epoch 9, Batch 700/1875: Loss=2.2959
Epoch 9, Batch 750/1875: Loss=2.2813
Epoch 9, Batch 800/1875: Loss=2.2872
Epoch 9, Batch 850/1875: Loss=2.2795
Epoch 9, Batch 900/1875: Loss=2.2909
Epoch 9, Batch 950/1875: Loss=2.2841
Epoch 9, Batch 1000/1875: Loss=2.3318
Epoch 9, Batch 1050/1875: Loss=2.2549
Epoch 9, Batch 1100/1875: Loss=2.2677
Epoch 9, Batch 1150/1875: Loss=2.2746
Epoch 9, Batch 1200/1875: Loss=2.2304
Epoch 9, Batch 1250/1875: Loss=2.2731
Epoch 9, Batch 1300/1875: Loss=2.2686
Epoch 9, Batch 1350/1875: Loss=2.3130
Epoch 9, Batch 1400/1875: Loss=2.2975
Epoch 9, Batch 1450/1875: Loss=2.2942
Epoch 9, Batch 1500/1875: Loss=2.3132
Epoch 9, Batch 1550/1875: Loss=2.2518
Epoch 9, Batch 1600/1875: Loss=2.2916
Epoch 9, Batch 1650/1875: Loss=2.2573
Epoch 9, Batch 1700/1875: Loss=2.3492
Epoch 9, Batch 1750/1875: Loss=2.2893
Epoch 9, Batch 1800/1875: Loss=2.2610
Epoch 9, Batch 1850/1875: Loss=2.4424
Epoch 9 | Train Loss: 2.2901 | Test Accuracy: 15.57%
Final Test Accuracy: 15.57%

--- QI ViT-B/16 without Jet Loss 3F ---
Epoch 0, Batch 0/1875: Loss=2.4144
Epoch 0, Batch 50/1875: Loss=2.2463
Epoch 0, Batch 100/1875: Loss=2.4273
Epoch 0, Batch 150/1875: Loss=2.4153
Epoch 0, Batch 200/1875: Loss=2.3186
Epoch 0, Batch 250/1875: Loss=2.3573
Epoch 0, Batch 300/1875: Loss=2.3799
Epoch 0, Batch 350/1875: Loss=2.3685
Epoch 0, Batch 400/1875: Loss=2.3907
Epoch 0, Batch 450/1875: Loss=2.1428
Epoch 0, Batch 500/1875: Loss=2.0042
Epoch 0, Batch 550/1875: Loss=2.0918
Epoch 0, Batch 600/1875: Loss=1.9058
Epoch 0, Batch 650/1875: Loss=1.9912
Epoch 0, Batch 700/1875: Loss=1.9826
Epoch 0, Batch 750/1875: Loss=2.4119
Epoch 0, Batch 800/1875: Loss=2.3297
Epoch 0, Batch 850/1875: Loss=2.2563
Epoch 0, Batch 900/1875: Loss=2.2122
Epoch 0, Batch 950/1875: Loss=2.3177
Epoch 0, Batch 1000/1875: Loss=2.1071
Epoch 0, Batch 1050/1875: Loss=2.1597
Epoch 0, Batch 1100/1875: Loss=2.2726
Epoch 0, Batch 1150/1875: Loss=2.0944
Epoch 0, Batch 1200/1875: Loss=2.0760
Epoch 0, Batch 1250/1875: Loss=2.3757
Epoch 0, Batch 1300/1875: Loss=2.2260
Epoch 0, Batch 1350/1875: Loss=2.1001
Epoch 0, Batch 1400/1875: Loss=2.2441
Epoch 0, Batch 1450/1875: Loss=2.2983
Epoch 0, Batch 1500/1875: Loss=2.1162
Epoch 0, Batch 1550/1875: Loss=2.2579
Epoch 0, Batch 1600/1875: Loss=1.9303
Epoch 0, Batch 1650/1875: Loss=2.2697
Epoch 0, Batch 1700/1875: Loss=2.2156
Epoch 0, Batch 1750/1875: Loss=2.0075
Epoch 0, Batch 1800/1875: Loss=1.9731
Epoch 0, Batch 1850/1875: Loss=2.2084
Epoch 0 | Train Loss: 2.2497 | Test Accuracy: 21.48%
Epoch 1, Batch 0/1875: Loss=2.1349
Epoch 1, Batch 50/1875: Loss=2.0814
Epoch 1, Batch 100/1875: Loss=2.2327
Epoch 1, Batch 150/1875: Loss=1.9949
Epoch 1, Batch 200/1875: Loss=2.1846
Epoch 1, Batch 250/1875: Loss=2.1071
Epoch 1, Batch 300/1875: Loss=2.0422
Epoch 1, Batch 350/1875: Loss=2.0642
Epoch 1, Batch 400/1875: Loss=2.2258
Epoch 1, Batch 450/1875: Loss=2.0862
Epoch 1, Batch 500/1875: Loss=2.0932
Epoch 1, Batch 550/1875: Loss=2.0277
Epoch 1, Batch 600/1875: Loss=1.8845
Epoch 1, Batch 650/1875: Loss=1.9282
Epoch 1, Batch 700/1875: Loss=1.9418
Epoch 1, Batch 750/1875: Loss=2.1866
Epoch 1, Batch 800/1875: Loss=2.1090
Epoch 1, Batch 850/1875: Loss=2.1483
Epoch 1, Batch 900/1875: Loss=2.0811
Epoch 1, Batch 950/1875: Loss=1.7369
Epoch 1, Batch 1000/1875: Loss=2.2281
Epoch 1, Batch 1050/1875: Loss=2.1460
Epoch 1, Batch 1100/1875: Loss=2.1894
Epoch 1, Batch 1150/1875: Loss=1.9671
Epoch 1, Batch 1200/1875: Loss=1.9939
Epoch 1, Batch 1250/1875: Loss=1.7560
Epoch 1, Batch 1300/1875: Loss=1.7950
Epoch 1, Batch 1350/1875: Loss=1.9562
Epoch 1, Batch 1400/1875: Loss=2.3405
Epoch 1, Batch 1450/1875: Loss=2.2053
Epoch 1, Batch 1500/1875: Loss=2.1122
Epoch 1, Batch 1550/1875: Loss=2.1836
Epoch 1, Batch 1600/1875: Loss=2.0837
Epoch 1, Batch 1650/1875: Loss=1.9640
Epoch 1, Batch 1700/1875: Loss=1.8877
Epoch 1, Batch 1750/1875: Loss=1.8905
Epoch 1, Batch 1800/1875: Loss=2.0437
Epoch 1, Batch 1850/1875: Loss=2.1725
Epoch 1 | Train Loss: 2.0937 | Test Accuracy: 23.13%
Epoch 2, Batch 0/1875: Loss=1.8423
Epoch 2, Batch 50/1875: Loss=2.0893
Epoch 2, Batch 100/1875: Loss=1.9647
Epoch 2, Batch 150/1875: Loss=1.9908
Epoch 2, Batch 200/1875: Loss=2.3878
Epoch 2, Batch 250/1875: Loss=2.0125
Epoch 2, Batch 300/1875: Loss=2.1329
Epoch 2, Batch 350/1875: Loss=2.1514
Epoch 2, Batch 400/1875: Loss=2.2466
Epoch 2, Batch 450/1875: Loss=2.1711
Epoch 2, Batch 500/1875: Loss=2.1675
Epoch 2, Batch 550/1875: Loss=1.9740
Epoch 2, Batch 600/1875: Loss=1.9303
Epoch 2, Batch 650/1875: Loss=2.3180
Epoch 2, Batch 700/1875: Loss=2.1874
Epoch 2, Batch 750/1875: Loss=2.2224
Epoch 2, Batch 800/1875: Loss=2.1489
Epoch 2, Batch 850/1875: Loss=2.0941
Epoch 2, Batch 900/1875: Loss=2.3533
Epoch 2, Batch 950/1875: Loss=2.4011
Epoch 2, Batch 1000/1875: Loss=1.9943
Epoch 2, Batch 1050/1875: Loss=2.1925
Epoch 2, Batch 1100/1875: Loss=2.3585
Epoch 2, Batch 1150/1875: Loss=2.2458
Epoch 2, Batch 1200/1875: Loss=2.3561
Epoch 2, Batch 1250/1875: Loss=2.2919
Epoch 2, Batch 1300/1875: Loss=2.2786
Epoch 2, Batch 1350/1875: Loss=2.1988
Epoch 2, Batch 1400/1875: Loss=2.3189
Epoch 2, Batch 1450/1875: Loss=2.2302
Epoch 2, Batch 1500/1875: Loss=2.2128
Epoch 2, Batch 1550/1875: Loss=2.1668
Epoch 2, Batch 1600/1875: Loss=2.1308
Epoch 2, Batch 1650/1875: Loss=2.1743
Epoch 2, Batch 1700/1875: Loss=2.2075
Epoch 2, Batch 1750/1875: Loss=2.1882
Epoch 2, Batch 1800/1875: Loss=2.0236
Epoch 2, Batch 1850/1875: Loss=2.0234
Epoch 2 | Train Loss: 2.1343 | Test Accuracy: 14.42%
Epoch 3, Batch 0/1875: Loss=2.3868
Epoch 3, Batch 50/1875: Loss=2.1845
Epoch 3, Batch 100/1875: Loss=2.2788
Epoch 3, Batch 150/1875: Loss=2.1293
Epoch 3, Batch 200/1875: Loss=2.1922
Epoch 3, Batch 250/1875: Loss=2.2698
Epoch 3, Batch 300/1875: Loss=2.0693
Epoch 3, Batch 350/1875: Loss=2.1970
Epoch 3, Batch 400/1875: Loss=2.1801
Epoch 3, Batch 450/1875: Loss=2.2103
Epoch 3, Batch 500/1875: Loss=2.1391
Epoch 3, Batch 550/1875: Loss=2.2635
Epoch 3, Batch 600/1875: Loss=2.3370
Epoch 3, Batch 650/1875: Loss=2.2847
Epoch 3, Batch 700/1875: Loss=2.0392
Epoch 3, Batch 750/1875: Loss=2.1939
Epoch 3, Batch 800/1875: Loss=2.1901
Epoch 3, Batch 850/1875: Loss=2.1177
Epoch 3, Batch 900/1875: Loss=2.1181
Epoch 3, Batch 950/1875: Loss=2.1110
Epoch 3, Batch 1000/1875: Loss=2.1523
Epoch 3, Batch 1050/1875: Loss=2.1997
Epoch 3, Batch 1100/1875: Loss=2.1078
Epoch 3, Batch 1150/1875: Loss=2.1236
Epoch 3, Batch 1200/1875: Loss=1.9533
Epoch 3, Batch 1250/1875: Loss=2.3303
Epoch 3, Batch 1300/1875: Loss=2.3102
Epoch 3, Batch 1350/1875: Loss=2.1243
Epoch 3, Batch 1400/1875: Loss=2.3653
Epoch 3, Batch 1450/1875: Loss=2.2621
Epoch 3, Batch 1500/1875: Loss=2.2638
Epoch 3, Batch 1550/1875: Loss=2.2141
Epoch 3, Batch 1600/1875: Loss=2.2747
Epoch 3, Batch 1650/1875: Loss=2.3301
Epoch 3, Batch 1700/1875: Loss=2.1685
Epoch 3, Batch 1750/1875: Loss=2.4622
Epoch 3, Batch 1800/1875: Loss=2.0718
Epoch 3, Batch 1850/1875: Loss=2.3740
Epoch 3 | Train Loss: 2.2183 | Test Accuracy: 18.57%
Epoch 4, Batch 0/1875: Loss=2.1874
Epoch 4, Batch 50/1875: Loss=2.2839
Epoch 4, Batch 100/1875: Loss=2.0056
Epoch 4, Batch 150/1875: Loss=2.2638
Epoch 4, Batch 200/1875: Loss=2.1093
Epoch 4, Batch 250/1875: Loss=2.2481
Epoch 4, Batch 300/1875: Loss=2.0895
Epoch 4, Batch 350/1875: Loss=2.1949
Epoch 4, Batch 400/1875: Loss=2.2179
Epoch 4, Batch 450/1875: Loss=2.3262
Epoch 4, Batch 500/1875: Loss=2.0164
Epoch 4, Batch 550/1875: Loss=2.1088
Epoch 4, Batch 600/1875: Loss=2.2264
Epoch 4, Batch 650/1875: Loss=2.5273
Epoch 4, Batch 700/1875: Loss=2.5379
Epoch 4, Batch 750/1875: Loss=2.0106
Epoch 4, Batch 800/1875: Loss=2.2045
Epoch 4, Batch 850/1875: Loss=2.0533
Epoch 4, Batch 900/1875: Loss=2.3589
Epoch 4, Batch 950/1875: Loss=2.3043
Epoch 4, Batch 1000/1875: Loss=2.0324
Epoch 4, Batch 1050/1875: Loss=2.0946
Epoch 4, Batch 1100/1875: Loss=2.2420
Epoch 4, Batch 1150/1875: Loss=2.3515
Epoch 4, Batch 1200/1875: Loss=2.1877
Epoch 4, Batch 1250/1875: Loss=2.1065
Epoch 4, Batch 1300/1875: Loss=2.1923
Epoch 4, Batch 1350/1875: Loss=2.3003
Epoch 4, Batch 1400/1875: Loss=2.2572
Epoch 4, Batch 1450/1875: Loss=2.2853
Epoch 4, Batch 1500/1875: Loss=2.1231
Epoch 4, Batch 1550/1875: Loss=2.2433
Epoch 4, Batch 1600/1875: Loss=2.6155
Epoch 4, Batch 1650/1875: Loss=2.2898
Epoch 4, Batch 1700/1875: Loss=2.2800
Epoch 4, Batch 1750/1875: Loss=2.3207
Epoch 4, Batch 1800/1875: Loss=2.3054
Epoch 4, Batch 1850/1875: Loss=2.3704
Epoch 4 | Train Loss: 2.1978 | Test Accuracy: 16.33%
Epoch 5, Batch 0/1875: Loss=2.2808
Epoch 5, Batch 50/1875: Loss=2.3517
Epoch 5, Batch 100/1875: Loss=2.2754
Epoch 5, Batch 150/1875: Loss=2.3494
Epoch 5, Batch 200/1875: Loss=2.2900
Epoch 5, Batch 250/1875: Loss=2.2691
Epoch 5, Batch 300/1875: Loss=2.2437
Epoch 5, Batch 350/1875: Loss=2.3234
Epoch 5, Batch 400/1875: Loss=2.2635
Epoch 5, Batch 450/1875: Loss=2.2126
Epoch 5, Batch 500/1875: Loss=2.2612
Epoch 5, Batch 550/1875: Loss=2.2553
Epoch 5, Batch 600/1875: Loss=2.2686
Epoch 5, Batch 650/1875: Loss=2.3637
Epoch 5, Batch 700/1875: Loss=2.3113
Epoch 5, Batch 750/1875: Loss=2.3130
Epoch 5, Batch 800/1875: Loss=2.3556
Epoch 5, Batch 850/1875: Loss=2.3142
Epoch 5, Batch 900/1875: Loss=2.2885
Epoch 5, Batch 950/1875: Loss=2.2836
Epoch 5, Batch 1000/1875: Loss=2.2025
Epoch 5, Batch 1050/1875: Loss=2.2153
Epoch 5, Batch 1100/1875: Loss=2.3976
Epoch 5, Batch 1150/1875: Loss=2.2288
Epoch 5, Batch 1200/1875: Loss=2.2750
Epoch 5, Batch 1250/1875: Loss=2.2728
Epoch 5, Batch 1300/1875: Loss=2.2345
Epoch 5, Batch 1350/1875: Loss=2.2914
Epoch 5, Batch 1400/1875: Loss=2.2143
Epoch 5, Batch 1450/1875: Loss=2.0929
Epoch 5, Batch 1500/1875: Loss=2.2363
Epoch 5, Batch 1550/1875: Loss=2.1521
Epoch 5, Batch 1600/1875: Loss=2.2191
Epoch 5, Batch 1650/1875: Loss=2.1167
Epoch 5, Batch 1700/1875: Loss=2.1586
Epoch 5, Batch 1750/1875: Loss=2.1681
Epoch 5, Batch 1800/1875: Loss=2.1371
Epoch 5, Batch 1850/1875: Loss=2.1348
Epoch 5 | Train Loss: 2.2544 | Test Accuracy: 18.78%
Epoch 6, Batch 0/1875: Loss=2.2200
Epoch 6, Batch 50/1875: Loss=2.1509
Epoch 6, Batch 100/1875: Loss=2.1782
Epoch 6, Batch 150/1875: Loss=2.0890
Epoch 6, Batch 200/1875: Loss=2.0813
Epoch 6, Batch 250/1875: Loss=2.3441
Epoch 6, Batch 300/1875: Loss=2.1289
Epoch 6, Batch 350/1875: Loss=2.2578
Epoch 6, Batch 400/1875: Loss=2.2687
Epoch 6, Batch 450/1875: Loss=2.1867
Epoch 6, Batch 500/1875: Loss=2.2022
Epoch 6, Batch 550/1875: Loss=2.1964
Epoch 6, Batch 600/1875: Loss=2.0758
Epoch 6, Batch 650/1875: Loss=2.1505
Epoch 6, Batch 700/1875: Loss=2.0570
Epoch 6, Batch 750/1875: Loss=2.2081
Epoch 6, Batch 800/1875: Loss=2.0594
Epoch 6, Batch 850/1875: Loss=2.1666
Epoch 6, Batch 900/1875: Loss=2.4321
Epoch 6, Batch 950/1875: Loss=2.1459
Epoch 6, Batch 1000/1875: Loss=2.6588
Epoch 6, Batch 1050/1875: Loss=2.1962
Epoch 6, Batch 1100/1875: Loss=1.9911
Epoch 6, Batch 1150/1875: Loss=2.1341
Epoch 6, Batch 1200/1875: Loss=2.1927
Epoch 6, Batch 1250/1875: Loss=2.1956
Epoch 6, Batch 1300/1875: Loss=2.2205
Epoch 6, Batch 1350/1875: Loss=1.9765
Epoch 6, Batch 1400/1875: Loss=2.0849
Epoch 6, Batch 1450/1875: Loss=2.0248
Epoch 6, Batch 1500/1875: Loss=1.9870
Epoch 6, Batch 1550/1875: Loss=2.2303
Epoch 6, Batch 1600/1875: Loss=2.3458
Epoch 6, Batch 1650/1875: Loss=1.9634
Epoch 6, Batch 1700/1875: Loss=2.0946
Epoch 6, Batch 1750/1875: Loss=2.2931
Epoch 6, Batch 1800/1875: Loss=2.1331
Epoch 6, Batch 1850/1875: Loss=2.0669
Epoch 6 | Train Loss: 2.1387 | Test Accuracy: 17.53%
Epoch 7, Batch 0/1875: Loss=2.1560
Epoch 7, Batch 50/1875: Loss=1.9724
Epoch 7, Batch 100/1875: Loss=1.9501
Epoch 7, Batch 150/1875: Loss=2.0331
Epoch 7, Batch 200/1875: Loss=2.1316
Epoch 7, Batch 250/1875: Loss=1.8577
Epoch 7, Batch 300/1875: Loss=1.8681
Epoch 7, Batch 350/1875: Loss=2.0368
Epoch 7, Batch 400/1875: Loss=2.0627
Epoch 7, Batch 450/1875: Loss=1.7922
Epoch 7, Batch 500/1875: Loss=1.9835
Epoch 7, Batch 550/1875: Loss=1.8773
Epoch 7, Batch 600/1875: Loss=2.1091
Epoch 7, Batch 650/1875: Loss=1.9271
Epoch 7, Batch 700/1875: Loss=2.0458
Epoch 7, Batch 750/1875: Loss=2.0158
Epoch 7, Batch 800/1875: Loss=2.2234
Epoch 7, Batch 850/1875: Loss=2.0430
Epoch 7, Batch 900/1875: Loss=1.6985
Epoch 7, Batch 950/1875: Loss=1.9540
Epoch 7, Batch 1000/1875: Loss=2.4676
Epoch 7, Batch 1050/1875: Loss=2.1312
Epoch 7, Batch 1100/1875: Loss=2.0522
Epoch 7, Batch 1150/1875: Loss=2.2676
Epoch 7, Batch 1200/1875: Loss=2.0305
Epoch 7, Batch 1250/1875: Loss=2.1485
Epoch 7, Batch 1300/1875: Loss=2.0265
Epoch 7, Batch 1350/1875: Loss=2.0028
Epoch 7, Batch 1400/1875: Loss=2.0581
Epoch 7, Batch 1450/1875: Loss=2.2757
